"일자	",순위,토픽1,토픽2,토픽3,토픽4,토픽5,토픽6,토픽 키워드
2012.2.10,1,구제,금융,지원,그리스,정치권,합의,"처형,북송,한국_드라마,언급,채권,동남,중국_선양,건립,대구,긴축안_합의,유럽_수출길_경제위기_장기화,한국,전문가들,보고서,돌파구,이행,유로존_이슈,램프,긴축,선양,완화,증시_외국인_비중,축산업,구제금융_합의,한숨,전문가,이슈,위기_해결,정치권,싹쓸이,주식,해결,유로존,디폴트,신한금융투자_보고서,동향,구제,디폴트_위기,수출,금융,배교자,합의,이행안,환율동향,유럽_수출길,투자,추진,혜법,글로벌,탈북자,처형위기,긴축_이행안,그리스,주목,축산업_돌파구,중국,완화_글로벌증시,증시_외국인,지원,재정위기,환율,여성,위기_한숨,긴축안,공항,유럽,훈풍,비중,경제위기_장기화,금융위기,월가,장기,하소연,신한금융투자,기업,긴축_이행안_합의,증시,한나라,재정,트위터,외국인_비중,위기,그리스_정치권,단상,트위,그리스_정치권_긴축안_합의,조사,한나라_위기,체포,신한,외국인,위기여성_지원센터,축산업_돌파구_단상,숨통,드라마,센터,수출길,유로존_위기,유럽위기,고개,경제,사우디,위기여성_지원센터_건립,모하메드"
2012.2.10,2,국회,회의,의장,사퇴,봉투,사건,"다시_한번,분구,조용환,원주,다시_한번_확인,보이콧,사건,후보자,핵안보_정상회의,차량,판사,카드,한번,귀빈들,회의_보이콧,다시,임용,의전,색깔,회의,제공,핵안보_정상회의_귀빈들,정상,귀빈,봉투,의전차량,재판관_후보자,대기업,재판관,사퇴,국회,정상회의,의전차량_제공,수수료,안보,의장,확인,기업,김종인"
2012.2.10,3,민주,통합,예비,후보,합동,,"특별,거점_선거구,선거관리체제,부산,집중,졸속,시장,회장_선거,공정선거_특별감찰단,부정선거_합동,선거운동,선거관리체제_가동,특별법,공정선거_특별감찰단_운영,선거,소셜_총선,주가,거점,부정,사항,여야,조직동원,마트,타락,조직,시장법,통합당,공직자,유통,중앙선관위,중앙,민주,통합,선거용,감찰단,선관위,경찰,황만길,자본,뚝뚝,전략,금권,저축,예비,증권,저축은행_특별법,은행,노골적_선거,체제,검찰,관심_집중,휴업,공정,마트_강제휴업,제한,네티즌,관리,총선,강릉,선거일,졸속법안,강제휴업,회장,본격적,비상근무_돌입,돌입,합동,운동,조직화,관심,후보,동원,근무,선거부정감시단_발대식,부정선거_합동단속,운영,비상,활용,부정선거_합동단속_비상근무_돌입,발대식,단속,법안,경계,선거구,소셜,타락선거_경계,춘천,논란,원주,감시단,비상근무,자본시장법_무산,대전,부산_네티즌,계절,공직,가동,황만길_예비후보,선거전,대전상의,민주통합당,노골,무산,정치,긴장"
2012.2.10,4,학교,폭력,피해,학생,연쇄,방화,"학교,학생,연쇄_방화,학교_폭력,폭력,피해_학생,연쇄,방화,학교_폭력_피해_학생,피해"
2012.2.10,5,김효재,靑,정무수석,사,사의,,"김효재,정치적_책임,김효재_靑_정무수석_사,책임,정치,정무수석,정무,사의,수석"
2012.2.10,6,금융,지난,당기,순이익,,,"매출액,호실,실적개선,증가,지난,성적표_예상,삼성생명,한전,영업이익,성적표,영업익,회복,비츠로셀,분기,한전_적자전환,한화,악화,실적,신한지주,상장사,순익,달성,대우,대폭,이녹스,대덕전자,이익,하나금융지주,대폭_개선,영업익_증가_기대,비용,예상,건전성_회복_뚜렷,건전성_회복,건전,지주,감소,순이익,전환,금융,하나금융,개선,영업,당기,매출,영업익_증가,많이,적자"
2012.2.10,7,뉴스분석,김효재,거짓말,청와대,돈봉투,,"청와대,분칠,봉투,입사전,낙마,말이달,수장,치욕,거짓말,도덕적_완벽_정권,정권,도덕,김효재,입법,돈봉투,뉴스분석,입법수장_치욕,완벽,박희태,도덕적_완벽,회사"
2012.2.10,8,이만섭,국회의장,검찰,박희태,조사,노무현,"박희태_조사,검찰,노무현,조사,이만섭,국회의장,의장,박희태"
2012.2.10,9,부실,저축,초과,예금,보상,,"예금,보상,부실_저축,초과_예금,부실,초과,저축"
2012.2.10,10,새누리,이정현,의원,호남,출마,선언,"새누리_이정현_의원,지역,공천,호남_물갈이,새누리_이정현,호남_비례대표,호남_출마_선언,호남,선언,호남_출마,물갈,갈이,호남_물갈,의원,탄력,비례대표_지역인물,탄력_받나,출마_선언,출마,받나,박상천,탄력받나,이정현,새누리,물갈이,대표,기폭제,비례,인물,박상천_의원,민주"
2012.2.11,1,돈봉투,소환,김효재,수석,사퇴,,"청와대,연루,충격,전대,김효재_청와대,사의,김효재_청와대_정무수석,친이계,거론,김효재,돈봉투,돈봉투_의혹,정무수석_사의,정무수석,의혹,이계,김효재_정무수석,친이,의원,명분,명단,돈봉투_연루,봉투,현직,개월,김효재_청와대_정무수석_사의,의원_명단,사퇴,물갈이,소환,긴장,수석_사퇴,수석"
2012.2.11,2,이집트,한국인,피랍,무장세력,관광객,납치,"한국인,무장세력,호랑이다,국제무역위,변압기,반값_할인,무역위,국방전략,국제,비상시,호랑이,세력,광대,한국산_세탁기,한국어판,유출,한국,한국정치,가방_불티,한국호랑이,한국호랑이다,억류,달랜,론스타,한국언론,혐의,무역,국방,세탁기,론스타_달랜,비하,선박,명품,공급,추가,예비판정,덤핑_관세,가방,한국산_변압기,착수,관광객,전략,한국어판_출간,석방_협상,예비,진실,원유,출간,무장,조사,스타벅스,덤핑_조사,유리,관세,이집트,석방,덤핑_관세_예비판정,추가_공급,비상시_원유,판정,불티,덤핑,피랍,이집트서,어판,납치,언론,아무르,아무르호랑이,할인,협상,정치,한국선박_억류,페놀,유출_혐의"
2012.2.11,3,서기호,판사,임용,탈락,논란,확산,"논란,계약,판사,납득,서기호_판사,위배,집단,헌법소원,가세,법관,판사_탈락_서기호,임용,신뢰도,빅엿,판사_탈락,법관들,가카,소원,심사,반발,서기호,임도,계약직,불복,할말,서기,집단_불복_움직임도,움직임도,서기호_심경,민변,확산,공개,반발_가세,집단_불복,헌법정신,심경,탈락,심사_공개,임용_탈락,후폭풍,성적,고백,헌법정신_위배,헌법"
2012.2.11,4,대통령,중동,순방,귀국,,,"대통령,터키,중동,귀국,중동_순방,마친,순방,개국,순방_마친"
2012.2.11,5,그리스,허리띠,유로존,구제금융,조건,추가,"격랑,구제안_승인,내각,허리띠,뉴욕증시,돌입,그리스_긴축_압박,동반,보류,지연,다시,구제금융,그리스,세계,유럽증시,압박,긴축안,갈등,하락_마감,유럽,긴축안_승인,그리스_구제금융_결정_유보,결정_유보,그리스_내각,구제안,그리스_긴축안,그리스_구제,긴축,뉴욕,하락_출발,추가,증시,그리스_구제안,구제안_승인_지연,동반_하락,구제금융_조건_추가,합의_하루만,그리스_구제금융,승인,총파업_돌입,그리스_긴축안_합의_하루만,고조,마감,그리스_긴축,유로,그리스_구제_보류,하루,중단,조건,그리스_구제안_지연,다우,다시_격랑,결정,하락,유로존,총파업,노동,출발,그리스_노동계,구제,구제금융_조건,유보,금융,합의,노동계,그리스_노동계_총파업_돌입,대중교통"
2012.2.11,6,민주통합당,총선,공천,신청,신청자,,"공천기준,공천_신청,신청,전략,공천신청_안해,공천전략,지도부,천정배_의원,공천,천정배,민주통합당_총선,계파,기준,공천신청,공천_신청자,총선_공천_신청,거취,안해,의원,천정배_의원_공천신청_안해,거취_지도부,갈등,민주통합당,계파_갈등,신청자,총선,새누리,일임,민주,총선_공천,통합"
2012.2.11,7,기도,방치,목사,자녀,,,"기도,목사_자녀,티베트인,목사,목사_자녀_사망,형제,방치,티베트,자녀,총격,공안,이탈리아,사망"
2012.2.11,8,대강,사업,위법,판결,,,"절차_무시,절차_무시_낙동강사업,불법,절차,무시,판결,대강,낙동강사업,위법,낙동강,위법_판결,용인,사업"
2012.2.11,9,저축은행,피해자,특별,보상,,,"보상,은행,피해자,특별,특별법,저축,저축은행"
2012.2.11,10,이란,대통령,수일내,프로젝트,,,"수일내,규모_프로젝트_추진,대통령,코스닥,희림,추진,이란_대통령,핵_프로젝트_조만간_발표,중요,생생코스닥,수일,이란,공개,규모,해외,핵_프로젝트_조만간_공개,프로젝트,생생,조만간,조만간_공개,규모_프로젝트"
2012.2.12,1,민주,지역,공천,신청,,,"경찰,공천_신청,신청,민주통합당_의원,마감,지역,민주통합당_지역별,예금,공천,후보,공천_신청자,의원,이성남_민주통합당,명단,근간,등록,충북도당,새누리당,이성남,민주통합당,통합당,신청자,보호,후보_등록,민주,통합,충북"
2012.2.12,2,경찰,학교,폭력,교사,혐의,,"유기,경찰,기각,박도현,사건,박도현_수사_구속영장_기각,혐의,영장,학교,직무,수사,구속,구속영장_기각,과잉,제주지법,직무유기,과잉수사,박도현_수사,폭력,학교폭력_직무유기교사,교사"
2012.2.12,3,검찰,김효재,청와대,정무수석,소환,,"청와대,살포_지휘,봉투,김효재_수석_사표_수리,지휘,살포,사표,사표_수리,청와대_홍보수석,김두우,홍보,수리,살포_지휘_의혹,김효재,돈봉투,청와대_홍보수석_선고,검찰,선고,의혹,정무수석,소환,김효재_수석,수석,청와대_정무수석"
2012.2.12,4,서울,중소,소형,아파트,분양,,"서울,건축,소형주,중소,아파트,하룻새,급등,하남시청_앞_소형오피스텔,하남시청,분양,서울시,지구,서울_소형아파트,소형오피스텔,요구,오피스텔,대형주,급매물,소형아파트,전셋값,서울_소형,하남시,소형,건축_절반,절반,개포,경기"
2012.2.12,5,이집트,피랍,한국인,시간,귀환,,"이집트_피랍,여행,성지,한국인,설정,한국인_겨냥_납치,한국인_성지순례객,건강,겨냥,무사_귀환,귀환,납치_한국인,이집트,한국,석방,무사히,시내산,제한,가지,한국인_석방협상,피랍,납치,무사,피랍_한국인,시간,이집트_피랍_한국인_석방협상,협상,한국인_겨냥,집트,순례객"
2012.2.12,6,한국,세계,시장,투자,,,"한국_경제_환경,강소국,환경,투자,총회,경제_효율,아시아,추세,글로벌,총수일가,이용한,시장,직격탄,한국_수출,세계,기운,후진,중국,소비,한국,한국_수출_직격탄,덕진_출마,여성경제,아시,지분,여성,사익,영향,저해,위원장_덕진_출마,좌담,경제민주화,세계여성경제인협회,민주,경제인,싱크탱크,강소국_추세,성공,경제위기,아시아_경제,위기,개막,여수,구조,세계여성경제,노동시장,경제위기_도미노,위원장,추구,유종일,도미노,한국_덮치나,덕진,한국_경제,역행,노동,효율,유종일_경제민주화,출마,위원장_덕진,글로벌_싱크탱크,수출,덮치나,관리,버블관리_성공적,특위,경제,버블,경제_효율_저해"
2012.2.12,7,보성,남매,사망,교인,부부,영장청구,"미국_팝스타,아들,고시원_화재,휘트니_휴스턴,팝스타_휘트니,폭행,부부,서울_월계동_고시원_화재,휘트니휴스턴,교인_부부,남매,남편,휘트니휴스턴_사망,세계,가수,당진_일가족,원인,화재,휘트니_휴스턴_사망,바비브라운_비난,서울_월계동,감기,차량_전복_사고,교인,김정일,유명,당진,차량_전복,월계동,유럽,대대,사고,일가족,보성,사망자,서울_월계동_고시원,울산,한파,차량,서울,충격,치료,사망_교인,영장,부모,전복,청구,추측,팝스타_휘트니_휴스턴,사망,바비브라운,前_남편_바비브라운_비난,비난,고시원,미국,팝스타,김정일_대대적,부부_영장청구,휴스턴,사망_원인,휘트니"
2012.2.12,8,그리스,긴축안,통과,구제,금융,,"비준,의회_표결,통과,연립,연립내각,내각,구제,연립내각_과반수_확보,승인,긴축안,과반수,반수,금융,표결,긴축안_승인,연립내각_과반수,운명,의회,그리스_내각,그리스,그리스_내각_긴축안_승,진통,촉구,긴축,확보"
2012.2.12,9,카드,수수료율,정부,반대,,,"증명,불법,기업_국제경쟁력_저하,공무원_승진,대학,강력,인상,위헌논란,대법원,수수료법,수혜자,카드_수수료율,최저,기획재정부,국제,고래유통증명제,세율_인상,최저연수_단축키,저하,표퓰리즘,공무원_승진_최저연수_단축키,강력_반발,수수료율,개월,한마디,학자금,대학생_학자금,기획,공무원,대출,유통,수수료,정부_카드,후폭풍,카드법,비율,정책,카드_수수료,기업,카드업계,강제,기업_국제경쟁력,논란,대학생,비율_미국,수혜,업계,단축,고시,정부_강제,카드,정부_고시,고래,카드법_개정,포퓰리즘,판결,정착,포퓰리즘_정책,보스니아,경쟁력,반발,대학생_학자금_대출,반대,최저연수,폭풍,시리아,승진,카드_수수료율_정부,상고,정부,정부_카드_수수료법,포퓰리즘_정책_관해_정부,연수,미국,고래유통,주도,전셋값,승진_최저연수,그쳐,위헌,대법원_상고,대출_수혜자,정부_주도,세율,개정"
2012.2.12,10,강남,대형,서점,망치,폭행,검거,"강남,강남_대형,망치_폭행,망치,벼락,검거,폭행,대형,서점"
2012.2.13,1,분기,영업,이익,전년,대비,증가,"이익,분기,영업,대비,증가,영업이익_전년동기대비,동기,전년,하락,전년_동기"
2012.2.13,2,그리스,구제,금융,긴축안,의회,통과,"소식,통과,코스닥,출발,소폭,원화값_소폭,그리스_구제금융,구제,긴축안,원화값_소폭_강세,상승_출발,금융,조건,상승,의회,그리스,그리스_긴축안,구제금융안,조건_긴축안,원화,강세,의회_통과"
