"일자	",순위,토픽1,토픽2,토픽3,토픽4,토픽5,토픽6,토픽 키워드
2012.2.3,3,새누리당,본부장,비상,대책위,,,"대책위,본부장,비상,새누리당"
2012.2.3,4,스카이라이프,매출,전년,대비,증가,,"전년_대비,증가,교환렌즈_매출,지역,렌즈,연장근무,교환,대비,최대,사상_최대,실적,전년,노조,미주지역_교환렌즈_매출,이익,근무,연장,매출압박,미주지역_교환렌즈,압박,미주지역,노동자,이노베이션,유럽,미주,스카이라이프,교환렌즈,백화점,사상최대_실적,매출,사상,삼양옵틱스"
2012.2.3,5,학교,폭력,중학,학생,,,"청정지역_진흙탕,경찰,학년,갈취,천억,영장,싸움_강요,폭행,지역,부부,학교,부부싸움_도중,학생,중학,동급,동급생_싸움,청정지역_진흙탕_싸움,진흙탕,끝모,게임,입건,학교폭력,구속,도중,동급생,청정,폭력,살해,부인,강요,싸움"
2012.2.3,6,신한금융지주,신한금융투자,신임,사장,강대석씨,선임,"신한금융지주,계열사_임원_인사,임원인사,임원_인사,지주,강대,선임,신한금융,인사,신한금융지주_계열사,계열사,신임,신한금융투자_신임,단행,계열사_임원,강대석씨_선임,임원,신한금융투자,사장,신한금융투자_신임_사장,신한금융지주_그룹,그룹"
2012.2.3,7,원자바오,유럽,위기,해결,자금,,"메르켈,직장,건설,해결_지원,이탈리아,유럽_구원투수,총리,거부,동참,건설현장_시찰,몬티_총리,정상,제재_동참,몬티,지원,평생,유로안정화,제재,자금_지원,정상회담,유럽,기구,안정,이탈리아_몬티,발언,참여,논란,비난글,자금지원_검토,원자바오,시찰,메르켈_총리,위기_해결,구원,이란,위기,평생직장,유로,최영림,현장,검토,국민,자금,발언_논란,해결,회담,쇄도,투수,고려성균관,비난글_쇄도,평생_직장,비난,舌禍,개입,국민들"
2012.2.3,8,교통,요금,인상,정부,서울시,격돌,"안전,장관,도로,교통_요금,충돌,효과,서울,교통_요금_인상,서울_교통요금,요금,인상,재정,비판,정면,박재완_장관,교통요금_인상,교통대란,서울시_교통요금_인상_연쇄효과,공개적_비판,교통,아쉬움,인상_연쇄효과,공단,서울시_교통요금_인상_비판,박원순,서울시_격돌,요금_인상,서울시,정면_충돌,연쇄,위험,정부,공개,격돌,대란,인상_비판,도로교통공단,교통요금_인상안_비판,교통요금_인상안,서울_교통요금_인상,박재완_재정,서울시_교통요금,박재완"
2012.2.3,9,서울,영하,기온,회복,,,"중부,출근길,올라,출근길_꽁꽁,한파,기록,강추위_여전_출근길_꽁꽁,서울,영하,해제,최저,회복,여전,밤,기온,최저_기온,평년기온,추위,서울_영하,입춘,평년,낮기온,평년기온_회복,기상청,기온_올라,영상,한파특보,특보,기온_기록,기온_회복,강추위_여전,강추위,꽁꽁,주말"
2012.2.3,10,증시,미국,지표,발표,관망,환율,"증시,미국_지표_발표,관망,혼조_마감,환율,마감,혼조,고용지표,미국,미국_지표,고용,약보합,지표"
2012.2.4,1,새누리당,비례대표,의원,실세,주고,공천,"김학인,행보,여야,누리,비례대표,건넨,의원들,새누리당,비례대표_의원,공천,새누리당_비례대표,실세,여야_비례대표,대표,비례,누리당_비례대표,여야_비례대표_의원들,김학인_건넨,의원,주고"
2012.2.4,2,태백,광업소,가스폭발,사망,부상,,"광업소,태백_광업소_가스폭발,가스폭발,폭발,가스,부상,사망,태백,태백_광업소"
2012.2.4,3,새누리당,총선,공약,맞춤형,복지,강조,"맞춤,맞춤형_복지,맞춤형,총선,복지,강조,공약,총선_공약,새누리당"
2012.2.4,4,한낮,영상,회복,기온,올라,,"올라,立春,평년,한낮,한낮_영상,한낮_영상_회복,영상,회복,오바마,경제회복,의회,기온,경제,평년기온"
2012.2.4,5,장성,업소,경찰,과실,여부,조사,"경찰,과실_여부,과실_여부_조사,장성,업소,조사,과실,여부"
2012.2.4,6,한화,상장폐지,횡령,배임,발생,거래정지,"거래,실질,실질심사_대상여부,정지,배임,주식,위기,상장,상폐,한화,매매,결정,심사,한화_주식_거래_정지,주식거래_정지,매매거래_중지,대상여부,배임_혐의,혐의,실질심사_대상,한화_상폐,거래정지,폐지,중지,거래_정지,상장폐지,한화_주식,대상,발생,주식거래,거래정지_위기,발생_거래정지,횡령,여부"
2012.2.4,7,대통령,중동,개국,순방,,,"도착지,대통령,터키,중동,도착,도착지_터키,순방,도착지_터키_이스탄불_도착,방문,이스탄불,개국,이스탄불_도착"
2012.2.4,8,언론,이스라엘,수개월내,이란,공격,가능성,"공격,섭취,폐렴,폐렴구균_접종_가능_外,올봄_이란,공격_가능성,폐렴구균_접종,가능,이란,건강,수개월내_이란_공격_가능성,아직_섭취,아직_섭취_가능,이스라엘,올봄_이란_공격_가능성,통조림,접종_가능,국방,언론,접종,수개월내_이란,올봄,미군_통조림,아직,구균,미군,미숙아,수개월"
2012.2.4,9,최시중,구속,수사,언론단체,검찰,고발,"기사,차명,화풀,대학,키로,버스,교과부,발질_수사,감사원,결국_수사,수사,체육회,고발,헛발질_수사_사죄,차명계좌,구속_수사,축구협_비리의혹,의혹,정치검찰,축구협_비리의혹_수사의뢰키로,교훈,사학비리_합작,축구협,혐의,계좌,수사권,언론단체,최시중_구속_수사,갈등,영등,수사의뢰키로,갈등_화풀,의뢰,합작,결국,비리,민주,단체,경찰,사학,수사권_갈등,사건,이상득,영등포,최시중_구속,검찰,퇴짜,사죄,차례,언론,구속,관리,헛발질,축구,정치,비리_의혹,않나,헛발질_수사,최시중"
2012.2.4,10,고용,호조,미국,유럽증시,상승,,"호전,증시,개월,호조,마감,최고치,뉴욕증시,유럽,상승_마감,고용지표_호전,고용지표,미국,시장,고용,활력,상승,고용_호조,다우,고용시장,뉴욕증시_상승_마감,뉴욕,유럽증시,뉴욕증시_상승,지표"
2012.2.5,1,한화,주식,거래,가능,거래소,상장폐지,"면죄부,논란,하루_거래정지,상장폐지_실질심사,특혜논란,거래,실질,모면,제외,실질심사_대상여부,가능,정지,주식,위기,상장폐지_절차,상장,상장폐지_실질심사_대상,하루,한화,속전속결,하루_거래정지_없이_속전속결,한화_상장폐지,정상,심사,위기_모면,정상거래,상장폐지_위기,특혜,실질심사_대상,거래소,대기업,없이,회의중,폐지,한화_상장폐지_위기_모면,상장폐지_위기_모면,절차,상장폐지,대상,한국거래소,주식_정상거래,기업,여부,없이_속전속결"
2012.2.5,2,상장,횡령,배임,발생,,,"상장,발생,횡령,배임"
2012.2.5,3,한화,주주들,사과,투명,경영,방안,"사과,투명,한화,경영,주주들,방안,투명경영_방안_발표,주주,투명경영_방안"
2012.2.5,4,강용석,욕설,논란,부모,박근혜,,"트윗,박그,논란,일파,강용석_욕설_트윗_논란,만파,박근혜,부모,욕설,강용석_욕설,강용석,세상,박그네,정치,트윗_논란,삭제,트윗_일파만파"
2012.2.5,5,중국,경제,규모,미국,추월,세계,"어선,기온_급강하,훈련,부도,불법,티베트인,수익률,중국진출_가속도,현대모비스,기획재정부,계기,한국_멀티플렉스_중국진출_가속도,중국인_입맛,급강하,규모,수단,거침,까닭,세계,추월_세계,관광,입사,제휴,대만,신입사원_대상_중국연수_실시,팔러,한국,중국군,단서,업무,서태평양,경보체제_발령,나포,노동자,중국어선,대표,물개,중국_티베트,중국_경제,압도,중국연수,개인,한파,전략,멀티플렉스,재개,모비스,조만간_훈련,대만_개인관광,펀드_수익률,은행,펀드,체제,중국은행,규모_미국,기세,경제_규모,진출,메뉴,연수,경보체제,사업장,일본_부도위험_중국,체결,부상,조업,본토_펀드,분신,중국인,입맛,가속도,조만간_훈련_재개,총리,불법조업,현대모비스_신입사원,신입사원_대상,오일,티베트,본토,시리아_제재,오일샌드,중국,사업,현지,결의안,경보,추월,제재,주의,사원,중국은,대상,조만간,태평양,한파주,재정부,샌드,중국_사업장_견학,한국_멀티플렉스,불법조업_중국어선,원앤원,수익,기온,단서_노동자,파병,사망,시리아_제재_결의안,업무제휴_체결,포괄,일본_부도위험,시리아,위험,일본,피랍,박천희,미국,신입,해외,현지화,목포해경,본토_펀드_압도,경제,발령,티베,보쌈,중국_사업장,러시아,견학"
2012.2.5,6,민주,통합,공천심사,위원,,,"제품,노태우,추진,공천심사,이스라엘_갤럭시탭,실형,광역의원_보선,세종시,선임,학교,간담회,시장,공천,유성엽,충주,광역의원_보선_無,안효대,개정안_추진,위원,개정안,의원,이스라엘,선거,침묵,경호_예우,불만,윤진식,삼성_제품,유성엽_의원_국토부장관,예우,학교폭력_근절,국토부,이스라엘_갤럭시탭_광고,박근혜_비민주,통합진보,김재균,보선,국토부장관,폭파,전두환,폭력,노영민,민주,통합,삼성,선거구,공천심사위원_선임,장관,경호,윤진식_의원,질의서,비민주,윤진식_의원_비난,열어,유성엽_의원,이란,김재균_의원,의원들,중단,진보,전충주,한창희_전충주시장,심사,공개질의서,새누리_의원들,동구,대통령,갤럭시탭,박근혜_비민주_리더십,박근혜,광역,근절,노영민_의원,학교폭력,비난,공개,충주시장,판매,새누리,리더십,당명,이란_의원,안효대_의원,주장,광고,한창희,개정"
2012.2.5,7,비키니,시위,나꼼수,생물학적,완성도,논란,"비키니_시위,논란,시위,꼼수,완성도,비키니,생물학,생물학적_완성도,나꼼수"
2012.2.5,8,기업,자금조달,대,증권사,임원,구속,"제천지청,기업_자금조달_대,군수,영장,단양군수_구속영장,증권,구속,증권사,자금,청구,임원,단양군수,제천,구속영장,기업,증권사_임원_구속,조달,단양,기업_자금조달,증권사_임원"
2012.2.5,9,롬니,네바다,경선,압승,깅리치,,"연승,압승,경선,주목,네바다,깅리치,롬니,반격,반격_주목,네바다_경선,대세론"
2012.2.5,10,새벽,강용석,트위터,취중,막말,,"막말,강용석,강용석_트위터,새벽,취중_막말,트위터,취중"
2012.2.6,1,학교,교육,가해,학생,초,,"신규,초등_신규교원,즉시,가해학생_즉시,정지,초,학교,대책,학생,교원평가,도교육청,교육청_정책방향,평가,女超,교육,방향,은폐,징계,교원_중징계,학교폭력_근절,반응,출석정지폭력_은폐,근절,중징계,둔화,학교폭력_근절_대책_발표,교육청,교원,초등,폭력,정책,가해,교원단체,다소_둔화,출석,단체,다소"
2012.2.6,2,민주,총선,후보,공천,모바일,투표,"개정_촉구,총선후보_공천,봉투_관행,약사법_개정,노태우,추진,공천심사,개최,예우중단_법개정,공천,약사법,후보,정당법,촉구,의원,설명,한명숙,적극,세법,불만,봉투,약사,예우,박근혜_비민주,선거법,예우중단_법개정_추진,한명,전두환,설명회,민주_리더십,선거법_개정,민주,개정세법_설명회,비민주,모바일투표,돈봉투_관행,개정_반대,중단,모바일_투표_도입,적극_협조,정당법_개정,관행,새누리_의원들,협조,당명개정,모바일,반대,박근혜_비민주_리더십,박근혜,근절,돈봉투_관행_근절,모바일_투표,총선,새누리,무산,개정_무산,리더십,개정세법,당명,투표,개정_반대_의원,개정"
2012.2.6,3,거래소,한화,상장,폐지,실질,심사,"논란,캠퍼스,잡음,대학,재벌,매매정지_기간,실질,특혜_논란,제외,특혜_의혹,글로벌,정지,재벌특혜,상장,한화,매매,의혹,대상서,결정,시공사,심사,특혜,기간,송도글로벌대학캠퍼스_시공사,인천경제청,거래소,신속,폐지,실질심사_대상서,송도,이틀,거래소_신속결정,실질심사_대상서_제외"
2012.2.6,4,현대위아,당기,순이익,전년,대비,증가,"전년_대비,배분,기록,증가,전략,점유,영업이익,전망,협력,자산,분기,가시,은행,주력,대비,협력이익배분제,반등세,전년,이익모멘텀_가시화,부동산,중소기업,이익,주가,가시화,배분제,급감,부동산_자산관리서비스,지속,서비스,팅크웨어,감소,순이익,주가_반등세,합의,스카이라이프,관리,영업,부동산_자산관리서비스_주력,당기,반등세_지속,이익점유율,기업,모멘텀,현대위아"
2012.2.6,5,금융,재단,이사,이사장,,,"캠시스,선임,사외이사,내정,도난,국민은행,김신,이사,중국,본부,박영태,지주,갈등,재단_이사,주의,귀중품_도난_주의,금융지,이사장,물갈이,대표,내달_사외이사,귀중품,퇴출_기로,절반,기로,퇴출,코트라,귀중품_도난,금융지주_사외이사,사외이사_추천,계절,포장이사,은행,사외,변재상_대표이사,노사,박영태씨,미래에셋증권,재단,가동,대표이사,변재상,현대증권,금융,신임,추천,내달,포장,국민은행_노사"
2012.2.6,6,유럽,재정,위기,자동차,시장,꽁꽁,"새누리당_쇄신,한파,눈덩이_악재,덩이,교통_마비,재정,자동차_시장,예비,유럽,위기,새누리당,쇄신,악재,시장,교통,후보,마비,자동차,꽁꽁,예비후보"
2012.2.6,7,경기도,중소,기업,지식재산,지원,,"상승_시동,아파트_특별분양,유동,특별,부담,건설,지원펀드_운영,중소,아파트,북부,단지_중소형,김용환,도시,유망_중소,벤처,상승,주목,기대감,분양,유동성,지원,연금,거점,재산,양주,충남,운영,수출입,대형주,연초_급등,거점도시,탄생,중소벤처펀드_탄생,기업,시동,경기도,아파트_선착순분양,벤처기업,중소형,서울_북부,대전충남_유망,대전충남,서울,대전,단지_중소형_아파트_선착순분양,급등,연초,펀드,건다,실적,지식재산,상승_시동_건다,선착순,중견,지식,대전충남_유망_중소,유망,세대,중견기업,단지,금융,연초_급등_중소형,건설주,퇴직"
2012.2.6,8,대통령,터키,앙카라,방문,정상회담,개최,"청남대,대통령,양국,터키,터키_앙카라_방문,개최,방문,앙카라,정상,터키_앙카라,정상회담,회담"
2012.2.6,9,웅진,코웨이,매각,그룹,태양광,육성,"생생코스피,효자_계열사_웅진코웨이_판다,코스피,웅진,체질,효자,현금창구,집중,현금,매각,매각_검토,태양광_집중_육성,코웨이,속보,검토,웅진코웨이,정수기,추측,효자_계열사,창구,웅진그룹,자금난,현금창구_웅진코웨,웅진그룹_체질개선,웅진코웨,태양,개선,계열사,코웨,웅진코웨이_판다,매각검토,생생,판다,육성,태양광,웅진코웨이_매각,태양광_집중,그룹"
2012.2.6,10,그리스,구제,금융,합의,불발,코스피,"추가,코스피,재연,마감,정치권,초,위기,디폴트_가능성,결정나나,난항,그리스,불발,현실,합의_불발,트로이카_긴축안,디폴트,그리스_디폴트_위기,추가_긴축협상,가능성,추가_긴축,보합세_마감,구제,보합세,긴축안,종합,트로이카,그리스_디폴트,금융,합의,협상,추가_긴축협상_난항,배제,그리스_디폴트_가능성,긴축"
2012.2.7,1,학교,폭력,교사,가해,학생,교육,"빈틈_없이_실천,가해학생_즉시_출석정지,학부모,복수담임,학교폭력_대책_현안중심_대안,활성화,즉시,빈틈,가해학생_즉시,실천,역할,지역_교육계,지역,학교,학교폭력_대책_교육단체,대책,학생,학교폭력_대책_지역위,수업,현안,교육,상담교사_수업부담,학교폭력_대책,반응,없이,빈틈_없이,출석정지,활성,교육단체,행안부,학교폭력_대책_발표,상담,폭력,중심,복수담임_역할,대안,현안중심_대안,가해,지역위,교사,출석,단체"
2012.2.7,2,민주,통합,의원,후보,,,"경찰,현대차,시어머니,차량,최면제,갈취,예비,영장,이혼녀_영장,이화영_민주통합_예비후보_사전구속영장,중학생_영장,상습_금품갈취_중학생_영장,여성_영장,후보,사전_구속영장_청구,금품_턴_며느리_영장,예비후보_사전구속영장,검찰,청구,이화영_민주통합,상습,중학,인천,며느리,의원,이화영,최면,인천경찰,상습_금품갈취,수수,여성,의붓딸_성폭행,상습적,이혼녀,의붓딸,구속,의원_사전영장_청구,의원_사전영장,며느리_영장,사전구속영장,사전,성폭행,민주,의붓,통합,금품,사전_구속영장"
2012.2.7,3,박근혜,한나라당,비대위원장,총선,출마,선언,"죽인_여의도,가동,출마_선언,여의도,출마,박근혜,죽인,위험성,한나라당_공천위_본격_가동,한나라당_공천위,공천,굉장히,공천위,총선,위험성_굉장히,한나라당,선언,위원장,비대,비대위원장_총선,박근혜_한나라당"
2012.2.7,4,분기,매출,전년,동기,대비,증가,"교보,이익_규모_증가,스팸문자,영업이익,부당,분기,규모,최대,실적개선세,주목,키움,전년,통신업체,영업이익_전년,가속화,이익,개선_종목,농심,태광,코스닥,징역,대표,생생,동기,영업이익_전년동기,파트론,증가,영업이익_전년대비,회복,남양유업,이익_규모,대비,이익모멘텀_개선,사상_최대,실적,에스케이씨앤,에스케이씨앤씨,영업이익률,코오롱생명과학,종목,감소,생생코스닥,개선,영업,한텍,매출,이익모멘텀,사상,모멘텀"
2012.2.7,5,그리스,구제금융,지원,협상,난항,총리,"신청,소폭,그리스_구제금융,하루_연기,총리,지원_협상,위기,위기가정,난항,하루,구제금융,그리스,디폴트,가정,지원,위기가정_구제,환율,구제,생계,위기가정_구제_신청,금융,구제금융_협상_하루_연기,구제금융_지원,구제금융_협상,협상,연기,그리스_구제협상"
2012.2.7,6,서울,역세권,아파트,가구,분양,,"역세,가구,서울,역세권,서울_역세권,분양,아파트,역세권_아파트"
2012.2.7,7,은행,한국,유로,위기,가장,,"새누리_현역,공천_위험,관절,수위,엉덩이관절,치매,노안,엉덩이,지역,상대적_위험노출,공천,수도,국산_담배,소비,골절,한국,아태,최고,위험수위,국산,생명,출산,상대적,현역,외국산,나라,여부,유로지역_위기,고관절,치매_위험,자폐아,전북_외국산,자폐,부모,위기,제때,외국산_담배,생명_위험,유로,은행,출산위험,은행권,전북,장하준,피치,출산위험_최고,가장,위험,경제_경착륙,담배_소비,노출,상대,경착륙,새누리,경제,담배,자폐아_출산위험,老眼"
2012.2.7,8,웅진,그룹,간판,웅진코웨이,매각,추진,"증시,웅진그룹,웅진,추진,증시_영향,웅진코웨,매각,영향,간판,누구,웅진코웨이,그룹_간판,웅진코웨이_매각,그룹"
2012.2.7,9,법관,법원,원장,판사,,,"주사_의사,법원,직시,불통_그늘,공정성,판사,사법,파탄,토론회,대법원,위법,정지,의사,혼인_파탄,법관,법원노조_비호,현장,법원_공개토론회,훼손,판결,빅엿,그늘,국민,비호,원장,법원_주관,노조,불통,불만_직시,토론,서울중앙지법,대중_사이,불만,의심,주사,면허정지,어깨,소통_토론회,대중,소통,비난,공개,사이,주관,공개토론회,혼인,서울중앙,법원노조,면허,법관_어깨,법관_어깨_힘,항의,독립,쓴소리"
2012.2.7,10,은행,이란,테자랏은행,금융,거래,중단,"금융,금융거래,테자랏은행,은행,중단,거래,이란_테자랏은행,테자랏,기업,이란"
2012.2.8,1,학교,폭력,교사,입건,경찰,학생,"유럽_탄소배출권_거래제,격리,즉각,형사,대응,교사_형사,학교,공천,소극,후보,가해학생_즉각,일진,특혜,거품_공개,여성,과도,신속,유럽,폭력,법적,민주,교사,경찰,여론,보이싱피싱,거래,몰이,학생,검토,내홍,여론몰이,거품,배출,개국,공동,배출권_거래제,소극적_대응,입건,남성_후보들,일진경보제,남성,거래제,공개,공동_대응,유럽_탄소배출권,탄소,신속대응_보이싱피싱,조치,가해"
2012.2.8,2,원희목,의원,총선,출마,선언,,"원희목_의원,총선,이계_원희목,원희목,선언,출마_선언,출마,이계,의원"
2012.2.8,3,코스피,개월,외국인,기관,동반,매수,"기관_동반,살랑인다,외국인,코스피,종가,기관_동반_매수,동반_매수,개월,살랑,인다,코스피_외국인,동반,매수,처음,기운,탈환,기관"
2012.2.8,4,누리,박근혜,지역구,출마,중진,,"공천_신청,새누리당_중진들,중진_용퇴,압박,희생,신청,출마,누리,박근혜,영남,새누리당,지역,카드,지역구,영남권_중진들,영남권,눈물,공천,중진,희생_압박,용퇴,용퇴압박,홍준표,이별"
2012.2.8,5,등록금,장학금,대학,학생,반액,,"만원,대학생,대학,왕따,장학금,따돌림,학생,등록금_반액,알바,전달,지원,당한,가장,아르바이트생,아르바이트,업종,대학생_지원_비중_가장,대학생_지원,비중,대학생_지원_비중,반액,반액_지원,비중_가장,아르바이트_대학생,경험,등록금,아르바이트_업종,따돌림_당한,장학,그룹"
2012.2.8,6,구제,금융,협상,그리스,,,"원화값,일제히,팬오션,추격매수,계약,전망,증권,세계_수요_전망치_상향,원화값_강세_지속,상향,매수,전망치,그리스,세계_수요,현대위아_고성장_전망,기대감,전망치_상향,세계,수요,실적,원화,대규모,강세,원화값_강세,구제금융협상_기대감,실적_호조,지속,대규모_수주,에프알텍,구제,유가,네오위즈게임즈,호조,대규모_수주_계약,위험,일제히_강세,추격,고성장,금융,이틀,협상,수주,삼성전자,현대위아_고성장,현대위아"
2012.2.8,7,대기,기업,자금,유출,경제,,"탄탄,불법,의심자금_현금화_주도_조정,자금흐름,최저,현금,청년전용_창업자금_지원대상_확정,단기,예탁금,수사,단기자금,시장,부진,저축_부진,유출,수요,신흥시장,조달,거액,이광재_소환조사,서민,본부,지원,의심,코스닥,개월,업계_최저수준,저축은행_불법,대상,생생,서민_전세자금,창업자,광주시장_거액,소환,창업,전용,잔액,기업,투자자_예탁금,유턴,여부,수석,진흥,주식자금,증시,유상증자,단기자금_증가율,이광재,대기,자금조달_여부_검토,증가,팍스넷_주식자금,자금흐름_수사,전세,업계,광주시장_거액_자금흐름_수사,주도_조정,투자자,저축,전세자금_수요,주식,저축은행_불법_자금,은행,대기자금,검토,유상,자금,조사,광주,흐름,시중자금,전세자금,청년전용_창업자금,의심자금_현금화,공단,증자,서민_전세자금_수요,생생코스닥,청년,팍스넷,확정,조정,개월만,신흥,시중,디지털텍,주도,자금조달_여부,경제,지원대상_확정,수준,자금_유출,저축은행,충북"
2012.2.8,8,유럽,미국,경제,중국,성장률,반토막,"미국,중국_성장률,악화,경제,성장률,재정,반토막,토막,중국,유럽"
2012.2.8,9,증권,제품가격,반등,분기,영업,이익,"중동_매체,제품,인상,재킷,분기,아웃도어_제품_한국소비자,최대,구매_자제,최고_제품_공급사,선정,통캇,당부,한국,이익,최고,식약청,통캇알리,아웃도어,자제_당부,인상_행진,제품_구매,노스페이스,중동,제품가격_반등,공급사,함유_제품,원료,햄버거,프리미엄_제품,차이,한국소비자,가격구조_왜곡,왜곡,외국,증권,투트랙,자제,구조,식품,구매,한국_소비자,매체,노스페이스_재킷,식품원료_사용금지,프리미엄,함유,소비자,제품_구매_자제_당부,사용,제품_공급사,공략,최고_제품,가격,반등,영업,국내외_제품_가격구조_왜곡,투트랙_공략,행진,아웃도어_제품,제품_가격,구매_자제_당부,담배"
2012.2.8,10,야간선물,포인트,상승,마감,,,"포인트,상승,야간,야간선물,선물,마감"
2012.2.9,1,텔코웨어,지난,영업이익,전년,대비,증가,"다함이텍,대학,신성이엔지,실형,흑자전환,규모,혼탁,상승,쪽지뉴스,파미셀,대규모,이익,서민,특혜,영업시간,신탁,당기,골목상권_활성,한국토지,절반,실리콘웍스,적자,서울,소비자_편익_제한,디지털대성,저축,브로드,특혜법,디지,에스엔유,신한은행,기준,대비,연결,적자전환,서울시_자치구들,서민_은행,아시아나,전년디,전인,조례,제한,감소,아시아나항공,본업_뒷전,영업강요_대표_실형,골목,총선,미디어렙,규제,아이에스동서,고려아연,지난,형마트,영업이익,글로벌,영업제한_조치,영업_규제,영업이익_전년,꺾기,뒷전,키스톤,순이익,컴즈,대출,소비자_편익,강요,기업,법안,시내,골목상,증가,영업시간_제한,적자_확대,빅텍,국민카드,실적,구청,에스텍파마,송원산업,영업_실태,소비자,합리,키스톤글로벌,지속,삼일제약,쪽지,영업,넥솔론,합리적,자유,개정,돌파,산업,영업익,미디어렙법,분기,전년,뒷걸음,영업제한_조치_갈등_확산,신도리코,할인점,브로드밴드,자치,금호타이어,영업_치중_본업_뒷전,텔코웨어,갈등,영업규제,마트,적자_지속,새누리당,송원,서울시내,디지털,국회,상권,대표,이상네트웍스,구청장들,산부인과,영업손,대학생,밴드,생계형자,기업형_슈퍼마켓,상장,전년비,광고_자유영업_보장,은행,한전기술,본회의_통과,상장사,영인프런티어,에스에프에이,대형,솔믹스,통과,사실상,아세아시멘트,디스플레이텍,확산,주도,성진지오텍,한창산업,광고_혼탁,과잉_창업,조치,대성,본회의,미디어렙법_국회,구청장,관내,신한카드,거마대학생,본업,과잉,국민은행,실태,피부,파악,사실상_종편,하이마트,보장,개시,이녹스,약탈,유니온,서울시,영업강요_대표,한국토지신탁,미원상사,전환,골목상권,대형마트,창업,광고_자유영업,아이에스동,확대,당기순이익,하이트진,동화약품,동부건설,서울시내_상당수_구청장들,종편,갈등_확산,현대하이스코,지시,털대,치중,활성,영업_실태_파악,거마대학,풍림산업,태도,흑자,광고,동부하이텍,저축은행,영업_치중,슈퍼마켓"
2012.2.9,2,민주,박상천,의원,총선,출마,선언,"염려,새누리_이정현_의원,밤새,이정현의원_서구,예산지킴이,호남_예산,충청,민주_호남,밤새_충청,호남_물갈이,새누리_이정현,호남_출마_선언,지킴이,호남,호남_출마,선언,물갈,민주_호남_중진_박상천,중진_박상천,호남_물갈,의원,탄력,서구,출마_선언,출마,박상천,이정현,호남_물갈이론,호남_예산지킴이,중진,예산,총선,물갈이,새누리,강추위,물갈이론_염려,민주"
2012.2.9,3,학교,폭력,중학,개학,피해,학생,"초등학교,경찰서장_폭력근절_연설,대전경찰,교사_상대,폭행,대구,학교,거부,주인,대구_자살_중학생_유족,가해자,금고,인천,손해배상,경찰서장,강압,중학생_입건,추행,손배,대구_자살,대구_자살중학생,유족_손배,초등학생,집청소_강요한_중학생_입건,집청소,중학생,강요_금품,앵벌,폭력,진술,강요,셔틀,피해,교사,경찰,상대_손배소,협박,연설,성추행,갈취,중학생_유족,제기,유족들,대구_자살중학생_유족,대전,영장,손배소,케첩,또래,청소,학생,집청소_강요한,자살,경찰서장_폭력근절,금고털이,초등학교_후배,유족,중학,검거,개념,교사_상대_손배_소송,개학,손해배상_소송,입건,근절,후배_강압,강요한,시끌,개념_중학생,강요_금품_갈취,대구_자살중학생_유족들,뒤풀이,상대,소송,손배_소송,후배,청소셔틀,졸업식,또래_성추행,가해,금품"
2012.2.9,4,박희태,국회의장,사퇴,윗선,검찰,고명진,"박희태_국회의장,고명진,미니,의장직,윗선,가능,전격_발탁,下車,박희태_전격_사퇴,김효재,다시,그리스,모델_전격,선풍적_인기,출두,화재,관련_전격_사퇴,봉투,모델_전격_발탁,전격,국회,미니쿠퍼,全大,김사,후임_국회의장_누가,의장,박희태_전격,김효재_수석,수석,선풍적,그리스_구제금융,全大_돈봉투,검찰_오나,전격리콜,전격_합의,오나,검찰,누가,의장직_전격_사퇴,후임_국회의장,국회의장,박희태,인기,조작,전격_사퇴,김사랑,박희태_국회의장_전격_사퇴,오르비스,의장직_전격,책임,박희태_의장,그리스_구제금융_전격_합의,구제,조직적_조작,선풍,금융,합의,사퇴,후임,리콜,모델,조직적,발탁"
2012.2.9,5,예비,후보,한미,폐기,민주,,"도당,폐기,후보,동의,한미,예비후보들,예비,민주,민주_도당"
2012.2.9,6,민주,통합,공천,경쟁,,,"공천,민주통합당,아리송,통합당,경쟁,민주통합당_공천경쟁,스타트,정체,정체성,민주,통합,당직"
2012.2.9,7,평가,대학,정부,재정,지원,,"예체능,지원,대학,자율,선택,자율_선택,재정,정부재정지원평가,예체능_대학,정부재정,평가,정부"
2012.2.9,8,한은,기준,금리,개월,연속,동결,"경계심,연속,김중수_한은,개월,김중수,한은_총재,물가,총재,기준,물가_경계심,한은,연속_동결,동결,금리"
2012.2.9,9,산업,주당,현금,배당,결정,,"보통주_주당,생생코스피,보통주,코스피,코스닥,한국알콜산업_보통주,산업,한국알콜,현금,생생코스닥,금융,주당,생생,듀오백코리아,결정,한국알콜산업,배당"
2012.2.9,10,코스닥,공급,계약,체결,,,"중형,시장_공략,현대차,대규모_공급계약,에스,계약,엘란트라_삼총사,강화,북미,시장,태양광시장_공략_가속화,삼총사,대규모,가속화,엘란트라,에너지,코스닥,공략,태양광시장,태양,가속,체결,태양광,에스에너지,태양광시장_공략,공급,대규모_공급계약_체결"
